,JSON,DATE,CITY,COUNTRY,LAT,LNG,MAX_TEMP,HUMIDITY,CLOUDINESS,WIND_SPEED
292,"{'coord': {'lon': -86.8164, 'lat': 33.2443}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 87.67, 'feels_like': 97.27, 'temp_min': 85.08, 'temp_max': 89.8, 'pressure': 1016, 'humidity': 66}, 'visibility': 10000, 'wind': {'speed': 6.91, 'deg': 200}, 'clouds': {'all': 75}, 'dt': 1659562686, 'sys': {'type': 2, 'id': 2009243, 'country': 'US', 'sunrise': 1659524494, 'sunset': 1659573914}, 'timezone': -18000, 'id': 4829762, 'name': 'Alabaster', 'cod': 200}",1659562686,Alabaster,US,33.2443,-86.8164,87.67,66.0,75.0,6.91
293,"{'coord': {'lon': 93.45, 'lat': 42.8}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 82.26, 'feels_like': 80.08, 'temp_min': 82.26, 'temp_max': 82.26, 'pressure': 1003, 'humidity': 21, 'sea_level': 1003, 'grnd_level': 923}, 'visibility': 10000, 'wind': {'speed': 6.11, 'deg': 49, 'gust': 7.16}, 'clouds': {'all': 0}, 'dt': 1659562688, 'sys': {'country': 'CN', 'sunrise': 1659566411, 'sunset': 1659618265}, 'timezone': 28800, 'id': 1529484, 'name': 'Kumul', 'cod': 200}",1659562688,Kumul,CN,42.8,93.45,82.26,21.0,0.0,6.11
294,"{'coord': {'lon': 35.3833, 'lat': -23.865}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 65.46, 'feels_like': 64.96, 'temp_min': 65.46, 'temp_max': 65.46, 'pressure': 1022, 'humidity': 69, 'sea_level': 1022, 'grnd_level': 1021}, 'visibility': 10000, 'wind': {'speed': 6.08, 'deg': 50, 'gust': 6.93}, 'clouds': {'all': 0}, 'dt': 1659562690, 'sys': {'country': 'MZ', 'sunrise': 1659499977, 'sunset': 1659539779}, 'timezone': 7200, 'id': 1045114, 'name': 'Inhambane', 'cod': 200}",1659562690,Inhambane,MZ,-23.865,35.3833,65.46,69.0,0.0,6.08
295,"{'coord': {'lon': 80.5333, 'lat': 29.85}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 73.58, 'feels_like': 75.2, 'temp_min': 73.58, 'temp_max': 73.58, 'pressure': 1009, 'humidity': 97, 'sea_level': 1009, 'grnd_level': 881}, 'visibility': 3228, 'wind': {'speed': 1.07, 'deg': 69, 'gust': 2.21}, 'clouds': {'all': 100}, 'dt': 1659562118, 'sys': {'country': 'IN', 'sunrise': 1659571120, 'sunset': 1659619756}, 'timezone': 19800, 'id': 1272864, 'name': 'Dhārchula', 'cod': 200}",1659562118,Dhārchula,IN,29.85,80.5333,73.58,97.0,100.0,1.07
296,"{'coord': {'lon': -84.5333, 'lat': 39.1834}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 90.03, 'feels_like': 98.1, 'temp_min': 86.23, 'temp_max': 93.09, 'pressure': 1012, 'humidity': 57}, 'visibility': 10000, 'wind': {'speed': 12.66, 'deg': 250}, 'clouds': {'all': 20}, 'dt': 1659562507, 'sys': {'type': 2, 'id': 2010096, 'country': 'US', 'sunrise': 1659523212, 'sunset': 1659574100}, 'timezone': -14400, 'id': 4513583, 'name': 'Hamilton', 'cod': 200}",1659562507,Hamilton,US,39.1834,-84.5333,90.03,57.0,20.0,12.66
297,"{'coord': {'lon': -87.15, 'lat': 14.8833}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 85.01, 'feels_like': 89.28, 'temp_min': 85.01, 'temp_max': 85.01, 'pressure': 1012, 'humidity': 60, 'sea_level': 1012, 'grnd_level': 926}, 'visibility': 10000, 'wind': {'speed': 2.71, 'deg': 59, 'gust': 6.46}, 'clouds': {'all': 100}, 'dt': 1659562695, 'sys': {'type': 1, 'id': 7094, 'country': 'HN', 'sunrise': 1659526317, 'sunset': 1659572252}, 'timezone': -21600, 'id': 3605018, 'name': 'Marale', 'cod': 200}",1659562695,Marale,HN,14.8833,-87.15,85.01,60.0,100.0,2.71
298,"{'coord': {'lon': 3.1483, 'lat': 39.4696}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 80.35, 'feels_like': 82.85, 'temp_min': 79.32, 'temp_max': 82.13, 'pressure': 1015, 'humidity': 65, 'sea_level': 1015, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 1.1, 'deg': 112, 'gust': 1.61}, 'clouds': {'all': 1}, 'dt': 1659562697, 'sys': {'type': 1, 'id': 6423, 'country': 'ES', 'sunrise': 1659502117, 'sunset': 1659553111}, 'timezone': 7200, 'id': 2517750, 'name': 'Felanitx', 'cod': 200}",1659562697,Felanitx,ES,39.4696,3.1483,80.35,65.0,1.0,1.1
299,"{'coord': {'lon': 79.6802, 'lat': 55.3068}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 52.18, 'feels_like': 51.04, 'temp_min': 52.18, 'temp_max': 52.18, 'pressure': 1018, 'humidity': 84, 'sea_level': 1018, 'grnd_level': 1001}, 'visibility': 10000, 'wind': {'speed': 7.74, 'deg': 350, 'gust': 11.61}, 'clouds': {'all': 3}, 'dt': 1659562698, 'sys': {'country': 'RU', 'sunrise': 1659567206, 'sunset': 1659624079}, 'timezone': 25200, 'id': 1488708, 'name': 'Ubinskoye', 'cod': 200}",1659562698,Ubinskoye,RU,55.3068,79.6802,52.18,84.0,3.0,7.74
300,"{'coord': {'lon': 138.95, 'lat': 34.6667}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 77.11, 'feels_like': 78.6, 'temp_min': 77.11, 'temp_max': 77.11, 'pressure': 1009, 'humidity': 87, 'sea_level': 1009, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 10.45, 'deg': 38, 'gust': 12.39}, 'clouds': {'all': 69}, 'dt': 1659562700, 'sys': {'type': 2, 'id': 2019346, 'country': 'JP', 'sunrise': 1659556562, 'sunset': 1659606275}, 'timezone': 32400, 'id': 1852357, 'name': 'Shimoda', 'cod': 200}",1659562700,Shimoda,JP,34.6667,138.95,77.11,87.0,69.0,10.45
301,"{'coord': {'lon': 114.8794, 'lat': 40.81}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 74.98, 'feels_like': 75.85, 'temp_min': 74.98, 'temp_max': 74.98, 'pressure': 1008, 'humidity': 78, 'sea_level': 1008, 'grnd_level': 924}, 'visibility': 10000, 'wind': {'speed': 2.01, 'deg': 140, 'gust': 3.24}, 'clouds': {'all': 98}, 'dt': 1659562702, 'sys': {'country': 'CN', 'sunrise': 1659561555, 'sunset': 1659612836}, 'timezone': 28800, 'id': 2033196, 'name': 'Zhangjiakou', 'cod': 200}",1659562702,Zhangjiakou,CN,40.81,114.8794,74.98,78.0,98.0,2.01
302,"{'coord': {'lon': -52.9, 'lat': 65.4167}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 45.48, 'feels_like': 41.56, 'temp_min': 45.48, 'temp_max': 45.48, 'pressure': 1000, 'humidity': 95, 'sea_level': 1000, 'grnd_level': 996}, 'visibility': 7091, 'wind': {'speed': 7.38, 'deg': 91, 'gust': 8.14}, 'rain': {'1h': 1.54}, 'clouds': {'all': 100}, 'dt': 1659562137, 'sys': {'country': 'GL', 'sunrise': 1659508316, 'sunset': 1659573814}, 'timezone': -7200, 'id': 3421982, 'name': 'Maniitsoq', 'cod': 200}",1659562137,Maniitsoq,GL,65.4167,-52.9,45.48,95.0,100.0,7.38
303,"{'coord': {'lon': 167.7167, 'lat': -45.4167}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 46, 'feels_like': 42.4, 'temp_min': 46, 'temp_max': 46, 'pressure': 1015, 'humidity': 91, 'sea_level': 1015, 'grnd_level': 989}, 'visibility': 9132, 'wind': {'speed': 6.96, 'deg': 356, 'gust': 19.75}, 'rain': {'1h': 1.58}, 'clouds': {'all': 98}, 'dt': 1659562706, 'sys': {'country': 'NZ', 'sunrise': 1659557046, 'sunset': 1659591984}, 'timezone': 43200, 'id': 2181625, 'name': 'Te Anau', 'cod': 200}",1659562706,Te Anau,NZ,-45.4167,167.7167,46.0,91.0,98.0,6.96
304,"{'coord': {'lon': -52.3333, 'lat': 4.9333}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 83.08, 'feels_like': 80.62, 'temp_min': 82.44, 'temp_max': 83.08, 'pressure': 1009, 'humidity': 1}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 80}, 'clouds': {'all': 0}, 'dt': 1659562156, 'sys': {'type': 2, 'id': 2038747, 'country': 'GF', 'sunrise': 1659518745, 'sunset': 1659563112}, 'timezone': -10800, 'id': 3382160, 'name': 'Cayenne', 'cod': 200}",1659562156,Cayenne,GF,4.9333,-52.3333,83.08,1.0,0.0,4.61
306,"{'coord': {'lon': 24.6667, 'lat': 14.2}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 69.89, 'feels_like': 70.29, 'temp_min': 69.89, 'temp_max': 69.89, 'pressure': 1012, 'humidity': 79, 'sea_level': 1012, 'grnd_level': 886}, 'visibility': 10000, 'wind': {'speed': 12.3, 'deg': 171, 'gust': 15.17}, 'clouds': {'all': 99}, 'dt': 1659562711, 'sys': {'country': 'SD', 'sunrise': 1659499533, 'sunset': 1659545366}, 'timezone': 7200, 'id': 371745, 'name': 'Kutum', 'cod': 200}",1659562711,Kutum,SD,14.2,24.6667,69.89,79.0,99.0,12.3
307,"{'coord': {'lon': 45.5144, 'lat': 58.3686}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 61.23, 'feels_like': 60.91, 'temp_min': 61.23, 'temp_max': 61.23, 'pressure': 1021, 'humidity': 82, 'sea_level': 1021, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 2.55, 'deg': 298, 'gust': 2.55}, 'clouds': {'all': 91}, 'dt': 1659562713, 'sys': {'country': 'RU', 'sunrise': 1659574492, 'sunset': 1659633192}, 'timezone': 10800, 'id': 495619, 'name': ""Shar'ya"", 'cod': 200}",1659562713,Shar'ya,RU,58.3686,45.5144,61.23,82.0,91.0,2.55
308,"{'coord': {'lon': -122.6762, 'lat': 45.5234}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 86.18, 'feels_like': 85.24, 'temp_min': 81.79, 'temp_max': 89.56, 'pressure': 1013, 'humidity': 38}, 'visibility': 10000, 'wind': {'speed': 5.01, 'deg': 315, 'gust': 5.01}, 'clouds': {'all': 0}, 'dt': 1659562690, 'sys': {'type': 2, 'id': 2008548, 'country': 'US', 'sunrise': 1659531419, 'sunset': 1659584201}, 'timezone': -25200, 'id': 5746545, 'name': 'Portland', 'cod': 200}",1659562690,Portland,US,45.5234,-122.6762,86.18,38.0,0.0,5.01
309,"{'coord': {'lon': 170.5667, 'lat': -45.75}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 48.79, 'feels_like': 46.42, 'temp_min': 48.79, 'temp_max': 48.79, 'pressure': 1016, 'humidity': 76, 'sea_level': 1016, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 5.66, 'deg': 4, 'gust': 10.13}, 'clouds': {'all': 100}, 'dt': 1659562716, 'sys': {'type': 2, 'id': 75281, 'country': 'NZ', 'sunrise': 1659556414, 'sunset': 1659591248}, 'timezone': 43200, 'id': 2179825, 'name': 'Waitati', 'cod': 200}",1659562716,Waitati,NZ,-45.75,170.5667,48.79,76.0,100.0,5.66
310,"{'coord': {'lon': -71.4162, 'lat': 41.7001}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 84.2, 'feels_like': 87.58, 'temp_min': 78.91, 'temp_max': 91.76, 'pressure': 1014, 'humidity': 59}, 'visibility': 10000, 'wind': {'speed': 20.71, 'deg': 200}, 'clouds': {'all': 20}, 'dt': 1659562664, 'sys': {'type': 1, 'id': 5441, 'country': 'US', 'sunrise': 1659519709, 'sunset': 1659571308}, 'timezone': -14400, 'id': 5225507, 'name': 'Warwick', 'cod': 200}",1659562664,Warwick,US,41.7001,-71.4162,84.2,59.0,20.0,20.71
311,"{'coord': {'lon': 13.4925, 'lat': -14.9172}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 57.42, 'feels_like': 54.79, 'temp_min': 57.42, 'temp_max': 57.42, 'pressure': 1018, 'humidity': 41, 'sea_level': 1018, 'grnd_level': 829}, 'visibility': 10000, 'wind': {'speed': 3.2, 'deg': 269, 'gust': 3.94}, 'clouds': {'all': 0}, 'dt': 1659562720, 'sys': {'country': 'AO', 'sunrise': 1659504473, 'sunset': 1659545790}, 'timezone': 3600, 'id': 3347762, 'name': 'Lubango', 'cod': 200}",1659562720,Lubango,AO,-14.9172,13.4925,57.42,41.0,0.0,3.2
312,"{'coord': {'lon': 7.0793, 'lat': 5.9358}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 71.26, 'feels_like': 72.41, 'temp_min': 71.26, 'temp_max': 71.26, 'pressure': 1014, 'humidity': 92, 'sea_level': 1014, 'grnd_level': 988}, 'visibility': 10000, 'wind': {'speed': 6.38, 'deg': 213, 'gust': 18.81}, 'clouds': {'all': 100}, 'dt': 1659562722, 'sys': {'country': 'NG', 'sunrise': 1659504409, 'sunset': 1659548932}, 'timezone': 3600, 'id': 2320920, 'name': 'Uga', 'cod': 200}",1659562722,Uga,NG,5.9358,7.0793,71.26,92.0,100.0,6.38
313,"{'coord': {'lon': 150.7333, 'lat': -23.1333}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 62.38, 'feels_like': 62.37, 'temp_min': 62.38, 'temp_max': 62.38, 'pressure': 1019, 'humidity': 86, 'sea_level': 1019, 'grnd_level': 1015}, 'visibility': 10000, 'wind': {'speed': 6.91, 'deg': 95, 'gust': 12.55}, 'clouds': {'all': 13}, 'dt': 1659562724, 'sys': {'type': 1, 'id': 9499, 'country': 'AU', 'sunrise': 1659558605, 'sunset': 1659598577}, 'timezone': 36000, 'id': 2142316, 'name': 'Yeppoon', 'cod': 200}",1659562724,Yeppoon,AU,-23.1333,150.7333,62.38,86.0,13.0,6.91
314,"{'coord': {'lon': 137.7667, 'lat': -32.5}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 52.05, 'feels_like': 49.82, 'temp_min': 52.05, 'temp_max': 52.05, 'pressure': 1002, 'humidity': 61, 'sea_level': 1002, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 10.58, 'deg': 8, 'gust': 15.52}, 'clouds': {'all': 17}, 'dt': 1659562725, 'sys': {'country': 'AU', 'sunrise': 1659562607, 'sunset': 1659600799}, 'timezone': 34200, 'id': 2063056, 'name': 'Port Augusta', 'cod': 200}",1659562725,Port Augusta,AU,-32.5,137.7667,52.05,61.0,17.0,10.58
315,"{'coord': {'lon': 80.3167, 'lat': 13.2167}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 81.07, 'feels_like': 88.03, 'temp_min': 81.07, 'temp_max': 82.49, 'pressure': 1001, 'humidity': 87, 'sea_level': 1001, 'grnd_level': 1001}, 'visibility': 10000, 'wind': {'speed': 6.58, 'deg': 229, 'gust': 7.94}, 'clouds': {'all': 100}, 'dt': 1659562727, 'sys': {'type': 2, 'id': 2012809, 'country': 'IN', 'sunrise': 1659572667, 'sunset': 1659618313}, 'timezone': 19800, 'id': 1267433, 'name': 'Kattivākkam', 'cod': 200}",1659562727,Kattivākkam,IN,13.2167,80.3167,81.07,87.0,100.0,6.58
317,"{'coord': {'lon': 31.1107, 'lat': 70.3705}, 'weather': [{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 51.78, 'feels_like': 51.37, 'temp_min': 51.78, 'temp_max': 51.78, 'pressure': 1008, 'humidity': 100}, 'visibility': 2000, 'wind': {'speed': 4.61, 'deg': 160}, 'clouds': {'all': 100}, 'dt': 1659562131, 'sys': {'type': 1, 'id': 1666, 'country': 'NO', 'sunrise': 1659482826, 'sunset': 1659558980}, 'timezone': 7200, 'id': 777019, 'name': 'Vardø', 'cod': 200}",1659562131,Vardø,NO,70.3705,31.1107,51.78,100.0,100.0,4.61
318,"{'coord': {'lon': 60.7756, 'lat': 34.74}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 78.94, 'feels_like': 78.94, 'temp_min': 78.94, 'temp_max': 78.94, 'pressure': 1008, 'humidity': 27, 'sea_level': 1008, 'grnd_level': 920}, 'visibility': 10000, 'wind': {'speed': 12.88, 'deg': 353, 'gust': 22.73}, 'clouds': {'all': 0}, 'dt': 1659562732, 'sys': {'country': 'IR', 'sunrise': 1659575325, 'sunset': 1659625034}, 'timezone': 16200, 'id': 1159384, 'name': 'Tāybād', 'cod': 200}",1659562732,Tāybād,IR,34.74,60.7756,78.94,27.0,0.0,12.88
319,"{'coord': {'lon': -179.1667, 'lat': 66.3167}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 52.84, 'feels_like': 51.08, 'temp_min': 52.84, 'temp_max': 52.84, 'pressure': 1009, 'humidity': 69, 'sea_level': 1009, 'grnd_level': 959}, 'visibility': 6914, 'wind': {'speed': 5.68, 'deg': 181, 'gust': 6.04}, 'clouds': {'all': 56}, 'dt': 1659562734, 'sys': {'country': 'RU', 'sunrise': 1659624706, 'sunset': 1659690819}, 'timezone': 43200, 'id': 4031742, 'name': 'Egvekinot', 'cod': 200}",1659562734,Egvekinot,RU,66.3167,-179.1667,52.84,69.0,56.0,5.68
320,"{'coord': {'lon': -54.3833, 'lat': 4.25}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 74.17, 'feels_like': 75.85, 'temp_min': 74.17, 'temp_max': 74.17, 'pressure': 1010, 'humidity': 97, 'sea_level': 1010, 'grnd_level': 1003}, 'visibility': 9767, 'wind': {'speed': 2.51, 'deg': 67, 'gust': 9.24}, 'rain': {'1h': 0.12}, 'clouds': {'all': 93}, 'dt': 1659562736, 'sys': {'country': 'GF', 'sunrise': 1659519289, 'sunset': 1659563552}, 'timezone': -10800, 'id': 3381538, 'name': 'Grand-Santi', 'cod': 200}",1659562736,Grand-Santi,GF,4.25,-54.3833,74.17,97.0,93.0,2.51
321,"{'coord': {'lon': -73.5832, 'lat': 40.6576}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 84.78, 'feels_like': 87.42, 'temp_min': 78.96, 'temp_max': 91.33, 'pressure': 1015, 'humidity': 55}, 'visibility': 10000, 'wind': {'speed': 14.97, 'deg': 180}, 'clouds': {'all': 0}, 'dt': 1659562721, 'sys': {'type': 2, 'id': 2020193, 'country': 'US', 'sunrise': 1659520379, 'sunset': 1659571677}, 'timezone': -14400, 'id': 5117949, 'name': 'Freeport', 'cod': 200}",1659562721,Freeport,US,40.6576,-73.5832,84.78,55.0,0.0,14.97
322,"{'coord': {'lon': -77.1167, 'lat': 20.3433}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 86.14, 'feels_like': 91.74, 'temp_min': 86.14, 'temp_max': 86.14, 'pressure': 1011, 'humidity': 61, 'sea_level': 1011, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 9.73, 'deg': 243, 'gust': 10.92}, 'clouds': {'all': 58}, 'dt': 1659562635, 'sys': {'country': 'CU', 'sunrise': 1659523444, 'sunset': 1659570308}, 'timezone': -14400, 'id': 3547867, 'name': 'Manzanillo', 'cod': 200}",1659562635,Manzanillo,CU,20.3433,-77.1167,86.14,61.0,58.0,9.73
323,"{'coord': {'lon': -9.5, 'lat': 29.5833}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 85.77, 'feels_like': 83.66, 'temp_min': 85.77, 'temp_max': 85.77, 'pressure': 1011, 'humidity': 31, 'sea_level': 1011, 'grnd_level': 949}, 'visibility': 10000, 'wind': {'speed': 2.01, 'deg': 261, 'gust': 2.64}, 'clouds': {'all': 89}, 'dt': 1659562742, 'sys': {'country': 'MA', 'sunrise': 1659506328, 'sunset': 1659554970}, 'timezone': 3600, 'id': 2527087, 'name': 'Tiznit Province', 'cod': 200}",1659562742,Tiznit Province,MA,29.5833,-9.5,85.77,31.0,89.0,2.01
324,"{'coord': {'lon': 27.9116, 'lat': -33.0153}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 69.26, 'feels_like': 68.2, 'temp_min': 69.26, 'temp_max': 69.26, 'pressure': 1016, 'humidity': 49, 'sea_level': 1016, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 7.52, 'deg': 328, 'gust': 16.13}, 'clouds': {'all': 58}, 'dt': 1659562568, 'sys': {'country': 'ZA', 'sunrise': 1659502661, 'sunset': 1659540681}, 'timezone': 7200, 'id': 1006984, 'name': 'East London', 'cod': 200}",1659562568,East London,ZA,-33.0153,27.9116,69.26,49.0,58.0,7.52
325,"{'coord': {'lon': 176.6333, 'lat': -39.8833}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 52.02, 'feels_like': 50.34, 'temp_min': 52.02, 'temp_max': 52.02, 'pressure': 1025, 'humidity': 73, 'sea_level': 1025, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 1.77, 'deg': 354, 'gust': 3}, 'clouds': {'all': 0}, 'dt': 1659562745, 'sys': {'type': 2, 'id': 2038417, 'country': 'NZ', 'sunrise': 1659554134, 'sunset': 1659590617}, 'timezone': 43200, 'id': 2185329, 'name': 'Otane', 'cod': 200}",1659562745,Otane,NZ,-39.8833,176.6333,52.02,73.0,0.0,1.77
326,"{'coord': {'lon': 115.2494, 'lat': -2.4177}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 71.69, 'feels_like': 73.08, 'temp_min': 71.69, 'temp_max': 71.69, 'pressure': 1009, 'humidity': 96, 'sea_level': 1009, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 1.19, 'deg': 93, 'gust': 1.3}, 'clouds': {'all': 42}, 'dt': 1659562747, 'sys': {'country': 'ID', 'sunrise': 1659565479, 'sunset': 1659608734}, 'timezone': 28800, 'id': 1651461, 'name': 'Amuntai', 'cod': 200}",1659562747,Amuntai,ID,-2.4177,115.2494,71.69,96.0,42.0,1.19
327,"{'coord': {'lon': -52.0986, 'lat': -32.035}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 59.95, 'feels_like': 60.26, 'temp_min': 59.95, 'temp_max': 62.71, 'pressure': 1012, 'humidity': 98, 'sea_level': 1012, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 10.71, 'deg': 132, 'gust': 17.11}, 'rain': {'1h': 3.31}, 'clouds': {'all': 100}, 'dt': 1659562749, 'sys': {'type': 2, 'id': 2020865, 'country': 'BR', 'sunrise': 1659521749, 'sunset': 1659559996}, 'timezone': -10800, 'id': 3451138, 'name': 'Rio Grande', 'cod': 200}",1659562749,Rio Grande,BR,-32.035,-52.0986,59.95,98.0,100.0,10.71
328,"{'coord': {'lon': -53.2648, 'lat': 47.5999}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 74.03, 'feels_like': 75.07, 'temp_min': 72.66, 'temp_max': 74.52, 'pressure': 1011, 'humidity': 84}, 'visibility': 10000, 'wind': {'speed': 8.99, 'deg': 251, 'gust': 21}, 'clouds': {'all': 79}, 'dt': 1659562751, 'sys': {'type': 2, 'id': 2039882, 'country': 'CA', 'sunrise': 1659514379, 'sunset': 1659567925}, 'timezone': -9000, 'id': 5895424, 'name': 'Bay Roberts', 'cod': 200}",1659562751,Bay Roberts,CA,47.5999,-53.2648,74.03,84.0,79.0,8.99
330,"{'coord': {'lon': 13.8646, 'lat': 40.7342}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 79.74, 'feels_like': 79.74, 'temp_min': 79.43, 'temp_max': 82.81, 'pressure': 1013, 'humidity': 64}, 'visibility': 10000, 'wind': {'speed': 1.99, 'deg': 215, 'gust': 3}, 'clouds': {'all': 4}, 'dt': 1659562754, 'sys': {'type': 2, 'id': 2033720, 'country': 'IT', 'sunrise': 1659499367, 'sunset': 1659550717}, 'timezone': 7200, 'id': 3176748, 'name': 'Forio', 'cod': 200}",1659562754,Forio,IT,40.7342,13.8646,79.74,64.0,4.0,1.99
331,"{'coord': {'lon': -158.0072, 'lat': 21.3156}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 82.69, 'feels_like': 85.03, 'temp_min': 81.99, 'temp_max': 84.09, 'pressure': 1014, 'humidity': 58}, 'visibility': 10000, 'wind': {'speed': 13.8, 'deg': 30, 'gust': 18.41}, 'clouds': {'all': 40}, 'dt': 1659562756, 'sys': {'type': 2, 'id': 47742, 'country': 'US', 'sunrise': 1659542777, 'sunset': 1659589801}, 'timezone': -36000, 'id': 5855051, 'name': '‘Ewa Beach', 'cod': 200}",1659562756,‘Ewa Beach,US,21.3156,-158.0072,82.69,58.0,40.0,13.8
