,JSON,DATE,CITY,COUNTRY,LAT,LNG,MAX_TEMP,HUMIDITY,CLOUDINESS,WIND_SPEED
269,"{'coord': {'lon': 166.4372, 'lat': 68.0546}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 61.84, 'feels_like': 59.79, 'temp_min': 61.84, 'temp_max': 61.84, 'pressure': 1012, 'humidity': 44, 'sea_level': 1012, 'grnd_level': 979}, 'visibility': 10000, 'wind': {'speed': 11.36, 'deg': 214, 'gust': 12.93}, 'clouds': {'all': 93}, 'dt': 1659236793, 'sys': {'country': 'RU', 'sunrise': 1659193233, 'sunset': 1659265236}, 'timezone': 43200, 'id': 2126682, 'name': 'Bilibino', 'cod': 200}",2022-07-31 03:06:33,Bilibino,RU,68.0546,166.4372,61.84,44.0,93.0,11.36
270,"{'coord': {'lon': 145.9833, 'lat': -36.55}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 53.85, 'feels_like': 51.76, 'temp_min': 53.85, 'temp_max': 53.85, 'pressure': 1016, 'humidity': 60, 'sea_level': 1016, 'grnd_level': 995}, 'visibility': 10000, 'wind': {'speed': 16.24, 'deg': 22, 'gust': 28.19}, 'rain': {'1h': 0.23}, 'clouds': {'all': 99}, 'dt': 1659236795, 'sys': {'type': 2, 'id': 2038981, 'country': 'AU', 'sunrise': 1659215696, 'sunset': 1659252591}, 'timezone': 36000, 'id': 2176225, 'name': 'Benalla', 'cod': 200}",2022-07-31 03:06:35,Benalla,AU,-36.55,145.9833,53.85,60.0,99.0,16.24
271,"{'coord': {'lon': 24.7314, 'lat': -34.0033}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 50.23, 'feels_like': 48.58, 'temp_min': 50.23, 'temp_max': 50.23, 'pressure': 1024, 'humidity': 77, 'sea_level': 1024, 'grnd_level': 996}, 'visibility': 10000, 'wind': {'speed': 16.11, 'deg': 268, 'gust': 27}, 'rain': {'1h': 0.38}, 'clouds': {'all': 92}, 'dt': 1659236796, 'sys': {'country': 'ZA', 'sunrise': 1659244477, 'sunset': 1659282009}, 'timezone': 7200, 'id': 986717, 'name': 'Kruisfontein', 'cod': 200}",2022-07-31 03:06:36,Kruisfontein,ZA,-34.0033,24.7314,50.23,77.0,92.0,16.11
273,"{'coord': {'lon': 115.8257, 'lat': 22.8134}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 88.21, 'feels_like': 99.14, 'temp_min': 88.21, 'temp_max': 88.21, 'pressure': 1004, 'humidity': 67, 'sea_level': 1004, 'grnd_level': 1003}, 'visibility': 10000, 'wind': {'speed': 7.27, 'deg': 221, 'gust': 6.78}, 'clouds': {'all': 24}, 'dt': 1659236800, 'sys': {'country': 'CN', 'sunrise': 1659217625, 'sunset': 1659265137}, 'timezone': 28800, 'id': 1805857, 'name': 'Jieshi', 'cod': 200}",2022-07-31 03:06:40,Jieshi,CN,22.8134,115.8257,88.21,67.0,24.0,7.27
274,"{'coord': {'lon': 80.2644, 'lat': 41.1231}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 80.31, 'feels_like': 79.74, 'temp_min': 80.31, 'temp_max': 80.31, 'pressure': 1002, 'humidity': 35, 'sea_level': 1002, 'grnd_level': 886}, 'visibility': 10000, 'wind': {'speed': 2.82, 'deg': 303, 'gust': 3}, 'clouds': {'all': 97}, 'dt': 1659236802, 'sys': {'country': 'CN', 'sunrise': 1659223988, 'sunset': 1659275844}, 'timezone': 28800, 'id': 1529660, 'name': 'Aksu', 'cod': 200}",2022-07-31 03:06:42,Aksu,CN,41.1231,80.2644,80.31,35.0,97.0,2.82
275,"{'coord': {'lon': -149.3333, 'lat': -17.5333}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 80.62, 'feels_like': 83.82, 'temp_min': 80.01, 'temp_max': 80.62, 'pressure': 1017, 'humidity': 69, 'sea_level': 1017, 'grnd_level': 1017}, 'visibility': 10000, 'wind': {'speed': 24.56, 'deg': 112, 'gust': 26.57}, 'clouds': {'all': 6}, 'dt': 1659236804, 'sys': {'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1659198248, 'sunset': 1659238991}, 'timezone': -36000, 'id': 4033356, 'name': 'Tiarei', 'cod': 200}",2022-07-31 03:06:44,Tiarei,PF,-17.5333,-149.3333,80.62,69.0,6.0,24.56
276,"{'coord': {'lon': 25.15, 'lat': -17.8167}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 51.82, 'feels_like': 49.01, 'temp_min': 51.82, 'temp_max': 51.82, 'pressure': 1017, 'humidity': 49, 'sea_level': 1017, 'grnd_level': 904}, 'visibility': 10000, 'wind': {'speed': 4.29, 'deg': 64, 'gust': 4.38}, 'clouds': {'all': 0}, 'dt': 1659236806, 'sys': {'country': 'BW', 'sunrise': 1659242785, 'sunset': 1659283500}, 'timezone': 7200, 'id': 933677, 'name': 'Kasane', 'cod': 200}",2022-07-31 03:06:46,Kasane,BW,-17.8167,25.15,51.82,49.0,0.0,4.29
277,"{'coord': {'lon': 92.6267, 'lat': 60.3778}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 78.3, 'feels_like': 78.6, 'temp_min': 78.3, 'temp_max': 78.3, 'pressure': 998, 'humidity': 59, 'sea_level': 998, 'grnd_level': 976}, 'visibility': 10000, 'wind': {'speed': 4.7, 'deg': 330, 'gust': 7.78}, 'clouds': {'all': 48}, 'dt': 1659236807, 'sys': {'country': 'RU', 'sunrise': 1659216259, 'sunset': 1659277639}, 'timezone': 25200, 'id': 1489656, 'name': 'Teya', 'cod': 200}",2022-07-31 03:06:47,Teya,RU,60.3778,92.6267,78.3,59.0,48.0,4.7
278,"{'coord': {'lon': -77.6139, 'lat': -11.0964}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 62.33, 'feels_like': 62.11, 'temp_min': 62.33, 'temp_max': 62.33, 'pressure': 1015, 'humidity': 82, 'sea_level': 1015, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 10.49, 'deg': 166, 'gust': 11.12}, 'clouds': {'all': 7}, 'dt': 1659236809, 'sys': {'country': 'PE', 'sunrise': 1659180495, 'sunset': 1659222321}, 'timezone': -18000, 'id': 3939761, 'name': 'Hualmay', 'cod': 200}",2022-07-31 03:06:49,Hualmay,PE,-11.0964,-77.6139,62.33,82.0,7.0,10.49
280,"{'coord': {'lon': -2.2374, 'lat': 53.4809}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 63.73, 'feels_like': 64.33, 'temp_min': 62.74, 'temp_max': 65.32, 'pressure': 1012, 'humidity': 96}, 'visibility': 10000, 'wind': {'speed': 3.44, 'deg': 200}, 'clouds': {'all': 100}, 'dt': 1659236607, 'sys': {'type': 2, 'id': 2013239, 'country': 'GB', 'sunrise': 1659241361, 'sunset': 1659298070}, 'timezone': 3600, 'id': 2643123, 'name': 'Manchester', 'cod': 200}",2022-07-31 03:03:27,Manchester,GB,53.4809,-2.2374,63.73,96.0,100.0,3.44
281,"{'coord': {'lon': 115.1667, 'lat': 52.7}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 72.82, 'feels_like': 72.01, 'temp_min': 72.82, 'temp_max': 72.82, 'pressure': 1001, 'humidity': 47, 'sea_level': 1001, 'grnd_level': 912}, 'visibility': 10000, 'wind': {'speed': 7.72, 'deg': 258, 'gust': 13.53}, 'clouds': {'all': 80}, 'dt': 1659236814, 'sys': {'country': 'RU', 'sunrise': 1659213354, 'sunset': 1659269724}, 'timezone': 32400, 'id': 2013459, 'name': 'Verkh-Usugli', 'cod': 200}",2022-07-31 03:06:54,Verkh-Usugli,RU,52.7,115.1667,72.82,47.0,80.0,7.72
282,"{'coord': {'lon': 44.7619, 'lat': 58.3353}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 57.76, 'feels_like': 56.89, 'temp_min': 57.76, 'temp_max': 57.76, 'pressure': 1017, 'humidity': 78, 'sea_level': 1017, 'grnd_level': 1001}, 'visibility': 10000, 'wind': {'speed': 4.16, 'deg': 312, 'gust': 8.37}, 'clouds': {'all': 6}, 'dt': 1659236816, 'sys': {'country': 'RU', 'sunrise': 1659228570, 'sunset': 1659288302}, 'timezone': 10800, 'id': 529505, 'name': 'Manturovo', 'cod': 200}",2022-07-31 03:06:56,Manturovo,RU,58.3353,44.7619,57.76,78.0,6.0,4.16
283,"{'coord': {'lon': 9.1794, 'lat': 39.2519}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 75, 'feels_like': 75.16, 'temp_min': 75, 'temp_max': 75.07, 'pressure': 1013, 'humidity': 63}, 'visibility': 10000, 'wind': {'speed': 15.99, 'deg': 304, 'gust': 28.01}, 'clouds': {'all': 0}, 'dt': 1659236818, 'sys': {'type': 2, 'id': 2008089, 'country': 'IT', 'sunrise': 1659241334, 'sunset': 1659292617}, 'timezone': 7200, 'id': 2523666, 'name': 'Quartucciu', 'cod': 200}",2022-07-31 03:06:58,Quartucciu,IT,39.2519,9.1794,75.0,63.0,0.0,15.99
284,"{'coord': {'lon': 66.6019, 'lat': 66.53}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 56.25, 'feels_like': 54.45, 'temp_min': 56.25, 'temp_max': 56.25, 'pressure': 1025, 'humidity': 61, 'sea_level': 1025, 'grnd_level': 1023}, 'visibility': 10000, 'wind': {'speed': 9.93, 'deg': 63, 'gust': 12.62}, 'clouds': {'all': 27}, 'dt': 1659236820, 'sys': {'country': 'RU', 'sunrise': 1659218818, 'sunset': 1659287571}, 'timezone': 18000, 'id': 1493197, 'name': 'Salekhard', 'cod': 200}",2022-07-31 03:07:00,Salekhard,RU,66.53,66.6019,56.25,61.0,27.0,9.93
285,"{'coord': {'lon': 67.7144, 'lat': 47.8043}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 68.59, 'feels_like': 68.16, 'temp_min': 68.59, 'temp_max': 68.59, 'pressure': 1006, 'humidity': 64, 'sea_level': 1006, 'grnd_level': 963}, 'visibility': 10000, 'wind': {'speed': 13.44, 'deg': 14, 'gust': 15.01}, 'clouds': {'all': 4}, 'dt': 1659236822, 'sys': {'country': 'KZ', 'sunrise': 1659225848, 'sunset': 1659280007}, 'timezone': 21600, 'id': 1516589, 'name': 'Zhezkazgan', 'cod': 200}",2022-07-31 03:07:02,Zhezkazgan,KZ,47.8043,67.7144,68.59,64.0,4.0,13.44
287,"{'coord': {'lon': 114.0089, 'lat': 4.4148}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 84.83, 'feels_like': 91.24, 'temp_min': 84.83, 'temp_max': 84.83, 'pressure': 1008, 'humidity': 67, 'sea_level': 1008, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 6.87, 'deg': 230, 'gust': 8.46}, 'rain': {'1h': 0.1}, 'clouds': {'all': 100}, 'dt': 1659236825, 'sys': {'country': 'MY', 'sunrise': 1659219654, 'sunset': 1659263980}, 'timezone': 28800, 'id': 1738050, 'name': 'Marabu', 'cod': 200}",2022-07-31 03:07:05,Marabu,MY,4.4148,114.0089,84.83,67.0,100.0,6.87
288,"{'coord': {'lon': 44.3922, 'lat': 35.4681}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 90.81, 'feels_like': 86.59, 'temp_min': 90.81, 'temp_max': 90.81, 'pressure': 1000, 'humidity': 12, 'sea_level': 1000, 'grnd_level': 962}, 'visibility': 10000, 'wind': {'speed': 4.81, 'deg': 55, 'gust': 5.23}, 'clouds': {'all': 0}, 'dt': 1659236827, 'sys': {'country': 'IQ', 'sunrise': 1659233386, 'sunset': 1659283663}, 'timezone': 10800, 'id': 94787, 'name': 'Kirkuk', 'cod': 200}",2022-07-31 03:07:07,Kirkuk,IQ,35.4681,44.3922,90.81,12.0,0.0,4.81
289,"{'coord': {'lon': -105.2, 'lat': 20.7}, 'weather': [{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}], 'base': 'stations', 'main': {'temp': 83.43, 'feels_like': 90.46, 'temp_min': 77.23, 'temp_max': 83.43, 'pressure': 1014, 'humidity': 74}, 'visibility': 10000, 'wind': {'speed': 4, 'deg': 137, 'gust': 14}, 'clouds': {'all': 75}, 'dt': 1659236829, 'sys': {'type': 1, 'id': 7156, 'country': 'MX', 'sunrise': 1659184463, 'sunset': 1659231593}, 'timezone': -18000, 'id': 4004293, 'name': 'Ixtapa', 'cod': 200}",2022-07-31 03:07:09,Ixtapa,MX,20.7,-105.2,83.43,74.0,75.0,4.0
290,"{'coord': {'lon': 54.3667, 'lat': 24.4667}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 91.42, 'feels_like': 100.11, 'temp_min': 91.42, 'temp_max': 93.31, 'pressure': 999, 'humidity': 55}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 120}, 'clouds': {'all': 0}, 'dt': 1659236804, 'sys': {'type': 1, 'id': 7533, 'country': 'AE', 'sunrise': 1659232218, 'sunset': 1659280044}, 'timezone': 14400, 'id': 292968, 'name': 'Abu Dhabi', 'cod': 200}",2022-07-31 03:06:44,Abu Dhabi,AE,24.4667,54.3667,91.42,55.0,0.0,4.61
291,"{'coord': {'lon': -34.8086, 'lat': -7.4706}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 73.99, 'feels_like': 75.18, 'temp_min': 73.99, 'temp_max': 73.99, 'pressure': 1016, 'humidity': 87, 'sea_level': 1016, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 5.99, 'deg': 105, 'gust': 7.74}, 'clouds': {'all': 100}, 'dt': 1659236833, 'sys': {'type': 1, 'id': 8391, 'country': 'BR', 'sunrise': 1659256316, 'sunset': 1659298749}, 'timezone': -10800, 'id': 3391889, 'name': 'Pitimbu', 'cod': 200}",2022-07-31 03:07:13,Pitimbu,BR,-7.4706,-34.8086,73.99,87.0,100.0,5.99
292,"{'coord': {'lon': 145.575, 'lat': 43.3236}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 72.82, 'feels_like': 73.65, 'temp_min': 72.82, 'temp_max': 72.82, 'pressure': 1005, 'humidity': 82, 'sea_level': 1005, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 7.25, 'deg': 334, 'gust': 10.49}, 'clouds': {'all': 96}, 'dt': 1659236835, 'sys': {'country': 'JP', 'sunrise': 1659207954, 'sunset': 1659260529}, 'timezone': 32400, 'id': 2128975, 'name': 'Nemuro', 'cod': 200}",2022-07-31 03:07:15,Nemuro,JP,43.3236,145.575,72.82,82.0,96.0,7.25
293,"{'coord': {'lon': 25.9704, 'lat': 70.9821}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 51.55, 'feels_like': 50.49, 'temp_min': 51.55, 'temp_max': 51.55, 'pressure': 1015, 'humidity': 87}, 'visibility': 10000, 'wind': {'speed': 9.22, 'deg': 70}, 'clouds': {'all': 100}, 'dt': 1659236592, 'sys': {'type': 1, 'id': 1638, 'country': 'NO', 'sunrise': 0, 'sunset': 0}, 'timezone': 7200, 'id': 779554, 'name': 'Honningsvåg', 'cod': 200}",2022-07-31 03:03:12,Honningsvåg,NO,70.9821,25.9704,51.55,87.0,100.0,9.22
294,"{'coord': {'lon': 152.4333, 'lat': -3.6667}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 82.27, 'feels_like': 88.16, 'temp_min': 82.27, 'temp_max': 82.27, 'pressure': 1008, 'humidity': 75, 'sea_level': 1008, 'grnd_level': 1003}, 'visibility': 10000, 'wind': {'speed': 11.34, 'deg': 123, 'gust': 12.84}, 'rain': {'1h': 0.7}, 'clouds': {'all': 89}, 'dt': 1659236838, 'sys': {'country': 'PG', 'sunrise': 1659211078, 'sunset': 1659254113}, 'timezone': 36000, 'id': 2090021, 'name': 'Namatanai', 'cod': 200}",2022-07-31 03:07:18,Namatanai,PG,-3.6667,152.4333,82.27,75.0,89.0,11.34
295,"{'coord': {'lon': -1.353, 'lat': 60.3964}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 52.09, 'feels_like': 51.04, 'temp_min': 52.09, 'temp_max': 52.09, 'pressure': 1012, 'humidity': 86, 'sea_level': 1012, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 13.58, 'deg': 253, 'gust': 19.73}, 'clouds': {'all': 32}, 'dt': 1659236840, 'sys': {'country': 'GB', 'sunrise': 1659238843, 'sunset': 1659300163}, 'timezone': 3600, 'id': 2654970, 'name': 'Brae', 'cod': 200}",2022-07-31 03:07:20,Brae,GB,60.3964,-1.353,52.09,86.0,32.0,13.58
296,"{'coord': {'lon': 121.9, 'lat': -33.8667}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 55.89, 'feels_like': 54.09, 'temp_min': 55.89, 'temp_max': 55.89, 'pressure': 1016, 'humidity': 62, 'sea_level': 1016, 'grnd_level': 1016}, 'visibility': 10000, 'wind': {'speed': 16.98, 'deg': 281, 'gust': 23.15}, 'clouds': {'all': 37}, 'dt': 1659236842, 'sys': {'country': 'AU', 'sunrise': 1659221154, 'sunset': 1659258693}, 'timezone': 28800, 'id': 2071860, 'name': 'Esperance', 'cod': 200}",2022-07-31 03:07:22,Esperance,AU,-33.8667,121.9,55.89,62.0,37.0,16.98
297,"{'coord': {'lon': 113.8667, 'lat': -7.0167}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 82.99, 'feels_like': 87.08, 'temp_min': 82.99, 'temp_max': 82.99, 'pressure': 1010, 'humidity': 65, 'sea_level': 1010, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 3.62, 'deg': 161, 'gust': 4.03}, 'clouds': {'all': 100}, 'dt': 1659236844, 'sys': {'country': 'ID', 'sunrise': 1659220601, 'sunset': 1659263101}, 'timezone': 25200, 'id': 1626099, 'name': 'Sumenep', 'cod': 200}",2022-07-31 03:07:24,Sumenep,ID,-7.0167,113.8667,82.99,65.0,100.0,3.62
298,"{'coord': {'lon': -37.0203, 'lat': -6.0339}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 76.64, 'feels_like': 77.52, 'temp_min': 76.64, 'temp_max': 76.64, 'pressure': 1016, 'humidity': 75, 'sea_level': 1016, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 3.78, 'deg': 134, 'gust': 5.88}, 'clouds': {'all': 93}, 'dt': 1659236846, 'sys': {'country': 'BR', 'sunrise': 1659256732, 'sunset': 1659299395}, 'timezone': -10800, 'id': 3397108, 'name': 'Jucurutu', 'cod': 200}",2022-07-31 03:07:26,Jucurutu,BR,-6.0339,-37.0203,76.64,75.0,93.0,3.78
299,"{'coord': {'lon': 66.3167, 'lat': 51.1}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 65.05, 'feels_like': 64.69, 'temp_min': 65.05, 'temp_max': 65.05, 'pressure': 1009, 'humidity': 73, 'sea_level': 1009, 'grnd_level': 981}, 'visibility': 10000, 'wind': {'speed': 10.54, 'deg': 4, 'gust': 17.6}, 'clouds': {'all': 100}, 'dt': 1659236848, 'sys': {'country': 'KZ', 'sunrise': 1659225478, 'sunset': 1659281048}, 'timezone': 21600, 'id': 1524606, 'name': 'Derzhavīnsk', 'cod': 200}",2022-07-31 03:07:28,Derzhavīnsk,KZ,51.1,66.3167,65.05,73.0,100.0,10.54
300,"{'coord': {'lon': 119.1594, 'lat': 34.5997}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 83.71, 'feels_like': 92.14, 'temp_min': 83.71, 'temp_max': 83.71, 'pressure': 1004, 'humidity': 77, 'sea_level': 1004, 'grnd_level': 1003}, 'visibility': 10000, 'wind': {'speed': 12.59, 'deg': 30, 'gust': 16.02}, 'clouds': {'all': 42}, 'dt': 1659236850, 'sys': {'country': 'CN', 'sunrise': 1659215542, 'sunset': 1659265620}, 'timezone': 28800, 'id': 1788694, 'name': 'Xinpu', 'cod': 200}",2022-07-31 03:07:30,Xinpu,CN,34.5997,119.1594,83.71,77.0,42.0,12.59
301,"{'coord': {'lon': -63.8013, 'lat': -22.5164}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 57.24, 'feels_like': 54.82, 'temp_min': 57.24, 'temp_max': 57.24, 'pressure': 1012, 'humidity': 46, 'sea_level': 1012, 'grnd_level': 954}, 'visibility': 10000, 'wind': {'speed': 3.96, 'deg': 351, 'gust': 4.05}, 'clouds': {'all': 0}, 'dt': 1659236852, 'sys': {'country': 'AR', 'sunrise': 1659264545, 'sunset': 1659304436}, 'timezone': -10800, 'id': 3834601, 'name': 'Tartagal', 'cod': 200}",2022-07-31 03:07:32,Tartagal,AR,-22.5164,-63.8013,57.24,46.0,0.0,3.96
302,"{'coord': {'lon': 138.95, 'lat': 34.6667}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 94.1, 'feels_like': 106.7, 'temp_min': 94.1, 'temp_max': 94.1, 'pressure': 1014, 'humidity': 70, 'sea_level': 1014, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 14.03, 'deg': 249, 'gust': 19.08}, 'clouds': {'all': 0}, 'dt': 1659236854, 'sys': {'type': 2, 'id': 2019346, 'country': 'JP', 'sunrise': 1659210782, 'sunset': 1659260881}, 'timezone': 32400, 'id': 1852357, 'name': 'Shimoda', 'cod': 200}",2022-07-31 03:07:34,Shimoda,JP,34.6667,138.95,94.1,70.0,0.0,14.03
303,"{'coord': {'lon': -86.1758, 'lat': 39.447}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 69.64, 'feels_like': 69.96, 'temp_min': 66.47, 'temp_max': 73.9, 'pressure': 1021, 'humidity': 78, 'sea_level': 1021, 'grnd_level': 992}, 'visibility': 10000, 'wind': {'speed': 3.53, 'deg': 109, 'gust': 3.67}, 'clouds': {'all': 100}, 'dt': 1659236766, 'sys': {'type': 2, 'id': 2006000, 'country': 'US', 'sunrise': 1659177752, 'sunset': 1659229173}, 'timezone': -14400, 'id': 4255151, 'name': 'Bud', 'cod': 200}",2022-07-31 03:06:06,Bud,US,39.447,-86.1758,69.64,78.0,100.0,3.53
304,"{'coord': {'lon': 146.2667, 'lat': -20.1}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 70.61, 'feels_like': 70, 'temp_min': 70.61, 'temp_max': 70.61, 'pressure': 1017, 'humidity': 56, 'sea_level': 1017, 'grnd_level': 981}, 'visibility': 10000, 'wind': {'speed': 16.08, 'deg': 57, 'gust': 17.65}, 'clouds': {'all': 98}, 'dt': 1659236858, 'sys': {'country': 'AU', 'sunrise': 1659213926, 'sunset': 1659254225}, 'timezone': 36000, 'id': 2171722, 'name': 'Charters Towers', 'cod': 200}",2022-07-31 03:07:38,Charters Towers,AU,-20.1,146.2667,70.61,56.0,98.0,16.08
305,"{'coord': {'lon': 141.3028, 'lat': -2.6741}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 85.82, 'feels_like': 92.61, 'temp_min': 85.82, 'temp_max': 85.82, 'pressure': 1008, 'humidity': 65, 'sea_level': 1008, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 8.7, 'deg': 77, 'gust': 10.04}, 'clouds': {'all': 25}, 'dt': 1659236860, 'sys': {'country': 'PG', 'sunrise': 1659213670, 'sunset': 1659256864}, 'timezone': 36000, 'id': 2084442, 'name': 'Vanimo', 'cod': 200}",2022-07-31 03:07:40,Vanimo,PG,-2.6741,141.3028,85.82,65.0,25.0,8.7
306,"{'coord': {'lon': 39.4333, 'lat': 10.6}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 52.81, 'feels_like': 52.07, 'temp_min': 52.81, 'temp_max': 52.81, 'pressure': 1016, 'humidity': 91, 'sea_level': 1016, 'grnd_level': 745}, 'visibility': 10000, 'wind': {'speed': 1.19, 'deg': 97, 'gust': 3.04}, 'rain': {'1h': 0.41}, 'clouds': {'all': 100}, 'dt': 1659236862, 'sys': {'country': 'ET', 'sunrise': 1659237049, 'sunset': 1659282381}, 'timezone': 10800, 'id': 326259, 'name': 'Were Īlu', 'cod': 200}",2022-07-31 03:07:42,Were Īlu,ET,10.6,39.4333,52.81,91.0,100.0,1.19
308,"{'coord': {'lon': 37.3822, 'lat': 55.7028}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 54.41, 'feels_like': 52.79, 'temp_min': 49.91, 'temp_max': 58.95, 'pressure': 1019, 'humidity': 69}, 'visibility': 10000, 'wind': {'speed': 4.47, 'deg': 310}, 'clouds': {'all': 0}, 'dt': 1659236865, 'sys': {'type': 2, 'id': 47653, 'country': 'RU', 'sunrise': 1659231215, 'sunset': 1659289200}, 'timezone': 10800, 'id': 529368, 'name': 'Marfino', 'cod': 200}",2022-07-31 03:07:45,Marfino,RU,55.7028,37.3822,54.41,69.0,0.0,4.47
